ISSUER_ID,ISSUER_NAME,LOCATION_NAME,LOCATION_ADDRESS,LATITUDE,LONGITUDE,COUNTRY,COUNTRY_ISO3,POSTCODE,STATE,CITY,SOURCE_URL,SOURCE_TYPE,ACTIVITY_AT_SOURCE,coord_source
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -Micron Computer,"Shop No 13, Rajesh Building, Maxus Mall Road, Padmavati Nagar, Beside Wowfills Restaurant, Bhayandar West, Maharashtra 401101",19.2958143,72.8480774,India,IND,401101,Maharashtra,Mumbai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,"Asus Exclusive Store -Icons, Vashi","Shop no.-14 A Wing, Vashi Plaza, Sector 17, Navi Mumbai, Maharashtra 400703",19.0692007,72.99757009999999,India,IND,400703,Maharashtra,Navi Mumbai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store - Kings Group -Vasai,"Shop No 1 Parvati Theater, Vasai Station Rd, opposite Golden park, Vasai-Virar, Maharashtra 401202",19.38108,72.82795899999999,India,IND,401202,Maharashtra,Mumbai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,"Asus Exclusive Store -Icons, Airoli","Shop No:4, Manas Cooperative Housing Society, Sector 6, Airoli 400708",19.1478291,72.9977713,India,IND,400708,Maharashtra,Mumbai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,"Asus Exclusive Store -Icons, Kharghar","RAVECHI HEIGHTS, Shop No. 7,Plot No. 25, CHS Ltd, Sector 7, Kharghar, Navi Mumbai, Maharashtra 410210",19.0346367,73.06635299999999,India,IND,410210,Maharashtra,Thane,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,"Asus Exclusive Store -Icons, Dombivali","Tai Pingale Chowk, Shop No.2 Rakhi Apartment, Tilak Road, Dombivli East, Maharashtra 421201",19.218902,73.0907809,India,IND,421201,Maharashtra,Mumbai City,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Croma Chinchwad,"Aishwaryam One, Akurdi Chowk, near Khandowa Mandir, Kalbhor Nagar, MIDC, Chinchwad, Pune, Pimpri-Chinchwad, Maharashtra 411019",18.6592838,73.7779615,India,IND,411019,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Reliance Digital - Akurdi - Pune,Akurdi PCMC,18.6512822,73.7856723,India,IND,411035,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Laptech Solutions Pvt. Ltd. ,"Shop No 3-4, Laxmi Complex, Pune -Mumbai Highway, Chinchwad, Pune-411019",18.6574421,73.800734,India,IND,411019,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store - DCC Retails,"Laxmi Complex, Anand Nagar, Pimpri- Chinchwad, Chinchwad , Pune, Maharashtra 411019",18.635954,73.7970438,India,IND,411019,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Vijay Sales - Chinchwad,"CB/2/001, Empire Estate Near Ranka Jewellers Old Mumbai Road Pimpri Colony Pimpri-Chinchwad, Pune, Maharashtra 411019",18.6335487,73.798897,India,IND,411019,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multistore - Croma Pimpri ,"Croma, Shubhan Galleria, Shop no.2, Ground Floor, Survey no.210/A CST No.4800 & 4801, 209 Near Pimpri Bridge, Opp Judson High School, Next to Finolx Chowk, Pimpri, Pune, Maharashtra 411018",18.625417,73.8017965,India,IND,411018,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multistore - Reliance Digital Hinjewadi ,"Sparsh Plaza Hinjewadi road, next to Marriot Courtyard, opposite HP Petrol pump, Hinjewadi, Pimpri-Chinchwad, Maharashtra 411057",18.5912277,73.7475218,India,IND,411057,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Vijay Sales - Hinjewadi,"Shop No 4, Ground Floor, White Square, Wakad Rd, Hinjawadi Village, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057",18.5909679,73.7531228,India,IND,411057,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multistore -Vijay Sales Bhosari,"24/25/26, Bhosari Industrial Area, MIDC, Bhosari, Pune, Maharashtra",18.6337888,73.82847439999999,India,IND,411026,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Vijay sales Rahatni,"Jagtap Dairy, Sr. no.5/6, Shop No.16/17/18/19, Divya Heights Aundh Annexe, Rahatani Rd, Pimple Saudagar, Pune, Maharashtra 411017",18.6014135,73.7944869,India,IND,411017,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Croma Baner,"SN 112 1/2/1 & 112/1, Pride Gateway, No 1 & 2, Baner, Pune, Maharashtra 411045",18.5657592,73.7713627,India,IND,411045,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Amico Agancy,"Survey No 63 Pune-Mumbai Road, Near Harris Bridge Dapodi, Pune, Maharashtra 411012",18.580678,73.8286733,India,IND,411012,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multistore -Vijay Sales Baner,"Pride Purple Accord,  next to hotel mahabaleshwar, opp symantic building baner",18.5551587,73.79731559999999,India,IND,411045,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multistore -Vijay Sales Kothrud,"KOTHRUD, Manke Affluence, Paud Road, opp. Krushna Hospital, Prashant Society, Rambaug Colony, Kothrud, Pune, Maharashtra",18.5097269,73.8128077,India,IND,411038,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Sujata Computers Pvt Ltd,"Raj,Dashbhuja Estate ,Karve Road,Near Dashbhuja Ganpati Mandir,Pune411004",18.515729,73.8348683,India,IND,411004,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multistore -Croma Kothrud,"Giridhar Avenue, Ground Flr S.No.20/2 Plot No.R1, CTS No.677, Kothrud, Pune, Maharashtra 411038, Pune, Maharashtra 411038",18.4986959,73.8217876,India,IND,411038,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Mehta Infotech,"166/177 Kasba Peth,Dhanshree Apartment, Opposite Ganpati Mandir, , Pune - 411011",18.5234814,73.8638613,India,IND,411011,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Croma Phoniex Mall Pune,"Phoniex Market city mall, Viman Nagar, Pune Maharashtra",18.5622766,73.9164991,India,IND,411014,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multistore -Reliance Digital Phoniex Pune,"shop no. 33/34/35 1st floor, Phoniex Market city , Viman Nagar Pune",18.5616548,73.91667749999999,India,IND,411014,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Kida Retail (P) Ltd,"New Nirmal Apartment, Dhole Patil Rd, Near Akshay Complex, Sangamvadi, Pune, 411001",18.5296029,73.8760153,India,IND,411001,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store -Notebook Hub (Sairaj Techinfra),"Kushal Shirke Building, Opp. Maharashtra Mandal, Tilak Road 411030",18.509246,73.84786,India,IND,411030,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multistore -DCC Retails,"1577, TILAK ROAD, SADASHIV PETHOPP MAHARASHTRA MANDAL, PUNE - 411030",18.50921,73.84800810000002,India,IND,411030,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store -VIJAY SALES - Pune Station,"Pmt Building, Sadhu Vaswani Chowck, Near Baveria Motors 411001",18.527062,73.876775,India,IND,411001,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store - Croma JVA Mall,"Kopre Gaothan, Plot No B, JVA Mall, New, Hingane Bk Maharshi, opposite Kakade City, Karve Nagar, Pune, Maharashtra 411052",18.48514,73.8113784,India,IND,411052,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multistore -Vijay Sales Tilak Road,"Plot No. CRT, 2008-A, Lokmanya Bal Gangadhar Tilak Rd, Sadashiv Peth, Pune, Maharashtra 411030",18.5067011,73.8521791,India,IND,411030,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Parmar Distributor,"1211/B,Shukrwar Peth,Parmar House,Pune-411002",18.512489,73.8611812,India,IND,411002,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multistore -Vijay Sales Nagar Road,"Plot No. 9, Survey No. 48/2, Prabhakar Hights, Below Chate Classes, Near Rupee Bank, Nagar Road, Chandan Nagar. Kharadi, Pune, Maharashtra",18.5628168,73.9317743,India,IND,411014,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Megabyte Systems,"Shop No.4-5, Building D, New Airport Road, Opp Hdfc Bank, Lunkad Garden, Viman Nagar, Pune - 411014",18.5574028,73.9283005,India,IND,411014,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Croma Sinhgad road,"Ground Floor, Monte Rosa, Sinhgad Rd, Hingne Khurd, Pune, Maharashtra 411051",18.4815298,73.82541069999999,India,IND,411051,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Vijay sales Satara road,"Jai Tirth Society, Pune satara road, opp sharada arcade, padmaavati,Pune,Maharashtra",18.4794641,73.8567552,India,IND,411009,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Stech Computer,"45/2,Industrial Estate,F-14, Shankar Shethe Road, Near Dhobi Gath Maidan,Opp Meera Hospital,Pune-411037",18.4807627,73.8724301,India,IND,411037,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multistore -Vijay Sales Dhankawadi,"Atharva Feryez Plaza, opposite Shankar Maharaj Math, Shridharnagar, Vivek Nagar, Dhankawadi, Pune, Maharashtra 411043",18.4702232,73.8568275,India,IND,411043,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi store -Reliance Digital - Seasons Mall,"Seasons mall, 2nd floor, Magarpatta, Hadapsar, Pune 411028",18.5195291,73.9311555,India,IND,411028,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multistore - Croma Seasons mall,"21, Magarpatta Police Station Rd, Magarpatta, Hadapsar, Pune, Maharashtra 411028",18.519129,73.93197239999999,India,IND,411028,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Multi Laptops,"Shop No 5,Meadows Green Valley, In Opp Lane To Kedari Petrol Pump, Wanworie, Wanowrie, Pune - 411040",18.492095,73.9001776,India,IND,411040,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Softhrd Network,"SHOP NO - 3 NO 32/1 2 FLOOR SANTKRUPA BUILDING VETAL BUVA CHOWK, Narhe, Pune, Maharashtra 411041",18.4459277,73.8288944,India,IND,411041,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Vijay Sales Hadapsar,"Shop no. 52, Sr. no, The Capital, 153/A, Solapur Rd, near Mega Center, Magarpatta, Annexe, Pune, Maharashtra 411028",18.50326,73.9252228,India,IND,411028,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multistore -Reliance Digital Bagirathi Squar,"Sy No 84/2D, Shop No 3 & 4, Ground Floor, Pune Satara Road, Katraj Chowk, Katraj, Pune, Maharashtra 411046",18.4490799,73.85792839999999,India,IND,411046,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -SV Computers n Gadgets,"Opposite Arogya pharmacy & VIP residency, Korlagunta Junction, Tirumala Bypass Road, Tirupati -517501",13.6370125,79.42762499999999,India,IND,517501,Andhra Pradesh,Tirupati,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store -  Dass Computers,"No.318,Nithya Complex ,Chitoor Bus Stop Opposite, Katpadi ,Vellore-7",12.9566635,79.1209829,India,IND,632006,Tamil Nadu,Vellore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Darling Digital World,"No 18/1, Officers Line- Anna Salai, Vellore Ho 632001",12.8954355,79.149209,India,IND,632001,Tamil Nadu,Vellore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Shri Ramkrishna Computers,"Shop No 24 Nagar Parishad Complex, Main Road, Latur, Subhash Chowk, Opposite Regal Cinema Subhash Chowk, Latur - 413512",18.435351,76.606611,India,IND,413512,Maharashtra,Latur,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Reliance Digital Latur,"CTS No 9906, Sabde Tower, S No 27, Gr & 1st Flr, Ausa Rd, beside AXIS Bank, Khardekar, Latur, Maharashtra 413531",18.3903027,76.5609089,India,IND,413531,Maharashtra,Pune,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Rudraj Enterprises,"Shop No.6,Patil Plaza,Iti Road,Below Andhra Bank,Near Hotel Taj Patil,Nanded-431602",19.1861284,77.1715228,India,IND,431602,Maharashtra,Nanded,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -Cyber Peripheral Pvt Ltd,"Shop No 103, Nandi Stop, Ausa Road, nearby Nirmal Heights Complex, Narayan Nagar, Latur, Maharashtra 413512",18.3922083,76.5619268,India,IND,413512,Maharashtra,Latur,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS EXCLUSIVE STORE - Cyber Perpherals,"Shop no 101, Nirmal heights, Nandi stop, Ausa Rd, Narayan Nagar, Latur, Maharashtra 413512",18.3920672,76.5620534,India,IND,413512,Maharashtra,Latur,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store -  Shivam Infotech,"A/6 Kilchand Shopping Center,Nr. Kohinoor Cinema,Station Road, Patan - 384265",23.8515892,72.1270983,India,IND,384265,Gujarat,Patan,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,The Laptop shopee,"No : AB115,Shanthi colony, 4th avenue, Anna nagar, Chennai 600040.",13.0836388,80.21609699999999,India,IND,600040,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store - Reliance Digital (Ormes road),"Reliance digital Retail Ltd., 12 A, 24 & 24A, Second Cross Street, Ormes Road, Kilpauk, Chennai 600010, Tamil Nadu, 600010",13.0816249,80.2450393,India,IND,600010,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store -  Gbs Systems & Services,"1070-A, 1St Floor, Munuswamy Salai Opp To Bata Showroom), K. K. Nagar, Tamil Nadu",13.0410254,80.2000596,India,IND,600078,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store -  Acme Business Solution,"Shop C-2, G Floor, Kaj Plaza,New17/7, Narasingapuram St,Mount Roadchennai",13.0689208,80.2671114,India,IND,600002,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Pentagon Computer,"6 ponidhayam complex, 73, sanctamaria, chockkalinga nagar, bypass road, madurai-625016, cell 9363394520",13.0318336,80.1964032,India,IND,625016,Tamil Nadu,Madurai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Vivin Computers,"No.29/3, GST Road, Kadaperi, Tambaram, Chennai, Tamil Nadu 600045",12.933477398072084,80.12488822079736,India,IND,600045,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive store -Dotcom,"Shop No : AG63/AG31,Shanthi colony mainroad,Anna Nagar, Chennai 600040.",13.082153032141886,80.21585621869355,India,IND,600040,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -GBS System - K.K Nagar,"B139,Mahaveer Complex,Door No.6,Munusamy Salai,, K.K Nagar, Chennai-600078",13.0429408,80.1933289,India,IND,600078,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store - Laptop Shoppee,"Shop No.4, Door No.322, Trunk Road, Porur, Chennai,  600116",13.0187187,80.14988679999999,India,IND,600116,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store - GBS Systems,"Shop No 23, Trinity complex, 110, 4th avenue, Anna Main road, Ashok Nagar, Chennai, Tamil Nadu 600083",13.0413513,80.2157723,India,IND,600083,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -DOTCOM Express Avenue,"Express Avenue Mall, L-12 LGF, Express Estate, Royapettah, Chennai, Tamil Nadu",13.0600928,80.2623243,India,IND,600040,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -Dotcom,"BURKIT ROAD , SHOP NO 2 NEW NO 31 , OLD NO 14 T NAGAR",13.0343512,80.2347459,India,IND,600017,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -Dotcom Aerohub,"Shop No E308, TS No 1045, Aerohub, Chennai International Airport, MLCP Block, near, Grand Southern Trunk Rd, Meenambakkam, Chennai, Tamil Nadu",12.9811068,80.159623,India,IND,600027,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -DOTCOM Phoenix Marketcity,"2ND Floor Phoenix market city, Velachery, Chennai",12.9905058,80.2169764,India,IND,600042,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -Dotcom Adayar,"14/3 (119/1) DR MUTHULASKSHMI SALAI, LB ROAD ADYAR",13.0055447,80.2574128,India,IND,600020,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -GBS Systems,"173, Velachery Main Rd, Kamarajapuram, Sembakkam, Tambaram, Chennai, Tamil Nadu",12.9236921,80.1568704,India,IND,600073,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -GBS Systems,"Shop No 4/776, Old Mahabalipuram Road, Rajiv Gandhi Saalai, Thoraipakkam, opposite PTC Bus Stop, Chennai, Tamil Nadu 600097",12.934593,80.2329276,India,IND,600097,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store - Dotcom Marina Mall,"Shop No LG 10, Marina Mall, Old Mahabalipuram Road, Nearby Nandhana Palace Hotel, Egattur, chennai, tamil nadu.",12.8360623,80.22951719999999,India,IND,603103,Tamil Nadu,Chennai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Exclusive Store -Pacific Incorporation,"Shop No 1, Shriphal Building,Kailas Nagar,Near Government DED College,Nanded-431605",19.176488,77.304895,India,IND,431605,Maharashtra,Nanded,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Exclusive Store -Millenium Sound,"Gurudwara Rd, opposite Guru Nanak School, Opposite Indraprastha Complex, Near delhi Gate, Shakti Nagar, Udaipur, Rajasthan",24.5864892,73.6972557,India,IND,313001,Rajasthan,Udaipur,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -MS Infotech,"Shop No.21-22 , Near Celebration Bakery, Radhya Plaza , Sector.4 , Udaipur-313001.",24.5665649,73.720299,India,IND,313001,Rajasthan,Udaipur,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
